player_id,player_name,team_id,team_name,position,href,source_files
90008634,Barcelona Keepers,8634,Barcelona,Goalkeeper,https://www.fotmob.com/en-GB/teams/8634/squad/barcelona,Barcelona_Squad.json
890232,Baris Alper Yilmaz,8637,Galatasaray,Forward,https://www.fotmob.com/en-GB/players/890232/baris-alper-yilmaz,Galatasaray_Squad.json
796504,Barnabás Varga,8563,AEK Athens,Forward,https://www.fotmob.com/en-GB/players/796504/barnabas-varga,AEK_Athens_Squad.json
680011,Bart Nieuwkoop,10235,Feyenoord,Defender,https://www.fotmob.com/en-GB/players/680011/bart-nieuwkoop,Feyenoord_Squad.json
1216728,Bartug Elmaz,8695,Fenerbahce,Midfielder,https://www.fotmob.com/en-GB/players/1216728/bartug-elmaz,Fenerbahce_Squad.json
1347229,Basar Önal,8639,Lille,Defender,https://www.fotmob.com/en-GB/players/1347229/basar-onal,Lille_Squad.json
1970833,Bastian Assomo,9823,Bayern Munich,Forward,https://www.fotmob.com/en-GB/players/1970833/bastian-assomo,Bayern_Munich_Squad.json
90009823,Bayern Munich Keepers,9823,Bayern Munich,Goalkeeper,https://www.fotmob.com/en-GB/teams/9823/squad/bayern-munchen,Bayern_Munich_Squad.json
776151,Ben White,9825,Arsenal,Defender,https://www.fotmob.com/en-GB/players/776151/ben-white,Arsenal_Squad.json
148830,Benjamin André,8639,Lille,Midfielder,https://www.fotmob.com/en-GB/players/148830/benjamin-andre,Lille_Squad.json
681383,Benjamin Henrichs,178475,RB Leipzig,Defender,https://www.fotmob.com/en-GB/players/681383/benjamin-henrichs,RB_Leipzig_Squad.json
611223,Benjamin Pavard,8636,Inter,Defender,https://www.fotmob.com/en-GB/players/611223/benjamin-pavard,Inter_Squad.json
1073977,Benjamin Sesko,10260,Manchester United,Forward,https://www.fotmob.com/en-GB/players/1073977/benjamin-sesko,Manchester_United_Squad.json
1875892,Benno Kaltefleiter,178475,RB Leipzig,Midfielder,https://www.fotmob.com/en-GB/players/1875892/benno-kaltefleiter,RB_Leipzig_Squad.json
955376,Benoît Badiashile,9875,Napoli,Defender,https://www.fotmob.com/en-GB/players/955376/benoit-badiashile,Napoli_Squad.json
1682656,Berat Lus,8637,Galatasaray,Forward,https://www.fotmob.com/en-GB/players/1682656/berat-lus,Galatasaray_Squad.json
488139,Bernardo Silva,8633,Real Madrid,Midfielder,https://www.fotmob.com/en-GB/players/488139/bernardo-silva,Real_Madrid_Squad.json
1340895,Bilal El Khannouss,10269,VfB Stuttgart,Midfielder,https://www.fotmob.com/en-GB/players/1340895/bilal-el-khannouss,VfB_Stuttgart_Squad.json
